WeekEndDate,LTLA,Lineage,Count,day,lat,lon
2020-12-26,E08000029,B.1.177,2,113.0,52.431,-1.71558
2020-12-26,E08000030,B.1.1.7,7,113.0,52.60503,-1.97044
2020-12-26,E08000030,B.1.177,4,113.0,52.60503,-1.97044
2020-12-26,E08000031,B.1.1.7,7,113.0,52.597881,-2.12746
2020-12-26,E08000031,B.1.177,8,113.0,52.597881,-2.12746
2020-12-26,E08000032,B.1.1.7,5,113.0,53.843819,-1.87389
2020-12-26,E08000032,B.1.177,7,113.0,53.843819,-1.87389
2020-12-26,E08000033,B.1.1.7,1,113.0,53.720482,-1.96182
2020-12-26,E08000033,B.1.177,4,113.0,53.720482,-1.96182
2020-12-26,E08000034,B.1.1.7,2,113.0,53.64233,-1.78085
2020-12-26,E08000034,B.1.177,3,113.0,53.64233,-1.78085
2020-12-26,E08000035,B.1.1.7,26,113.0,53.822731,-1.50736
2020-12-26,E08000035,B.1.177,26,113.0,53.822731,-1.50736
2020-12-26,E08000036,B.1.1.7,5,113.0,53.659222,-1.42092
2020-12-26,E08000036,B.1.177,12,113.0,53.659222,-1.42092
2020-12-26,E08000037,B.1.1.7,9,113.0,54.931198,-1.6868
2020-12-26,E08000037,B.1.177,4,113.0,54.931198,-1.6868
2020-12-26,E09000002,B.1.1.7,49,113.0,51.545551,0.129479
2020-12-26,E09000002,B.1.177,2,113.0,51.545551,0.129479
2020-12-26,E09000003,B.1.1.7,38,113.0,51.611069,-0.21819
2020-12-26,E09000003,B.1.177,3,113.0,51.611069,-0.21819
2020-12-26,E09000004,B.1.1.7,24,113.0,51.458221,0.146212
2020-12-26,E09000004,B.1.177,1,113.0,51.458221,0.146212
2020-12-26,E09000005,B.1.1.7,14,113.0,51.564381,-0.27568
2020-12-26,E09000005,B.1.177,3,113.0,51.564381,-0.27568
2020-12-26,E09000006,B.1.1.7,38,113.0,51.372662,0.039246
2020-12-26,E09000006,B.1.177,2,113.0,51.372662,0.039246
2020-12-26,E09000007,B.1.1.7,11,113.0,51.543049,-0.16291
2020-12-26,E09000008,B.1.1.7,14,113.0,51.365971,-0.07761
2020-12-26,E09000009,B.1.1.7,87,113.0,51.524422,-0.3141
2020-12-26,E09000009,B.1.177,3,113.0,51.524422,-0.3141
2020-12-26,E09000010,B.1.1.7,33,113.0,51.648891,-0.08144
2020-12-26,E09000010,B.1.177,2,113.0,51.648891,-0.08144
2020-12-26,E09000011,B.1.1.7,24,113.0,51.46394,0.050093
2020-12-26,E09000012,B.1.1.7,22,113.0,51.55492,-0.06045
2020-12-26,E09000013,B.1.1.7,13,113.0,51.487331,-0.21735
2020-12-26,E09000014,B.1.1.7,40,113.0,51.587711,-0.1067
2020-12-26,E09000014,B.1.177,2,113.0,51.587711,-0.1067
2020-12-26,E09000015,B.1.1.7,21,113.0,51.594669,-0.33598
2020-12-26,E09000015,B.1.177,1,113.0,51.594669,-0.33598
2020-12-26,E09000016,B.1.1.7,32,113.0,51.565189,0.235368
2020-12-26,E09000017,B.1.1.7,41,113.0,51.53664,-0.44182
2020-12-26,E09000017,B.1.177,1,113.0,51.53664,-0.44182
2020-12-26,E09000018,B.1.1.7,27,113.0,51.462379,-0.37855
2020-12-26,E09000018,B.1.177,1,113.0,51.462379,-0.37855
2020-12-26,E09000019,B.1.1.7,26,113.0,51.54546,-0.10989
2020-12-26,E09000019,B.1.177,1,113.0,51.54546,-0.10989
2020-12-26,E09000020,B.1.1.7,14,113.0,51.496479,-0.18977
2020-12-26,E09000021,B.1.1.7,10,113.0,51.39296,-0.28367
2020-12-26,E09000021,B.1.177,1,113.0,51.39296,-0.28367
2020-12-26,E09000022,B.1.1.7,17,113.0,51.464451,-0.11385
2020-12-26,E09000022,B.1.177,2,113.0,51.464451,-0.11385
2020-12-26,E09000023,B.1.1.7,8,113.0,51.442299,-0.01734
2020-12-26,E09000024,B.1.1.7,18,113.0,51.41058,-0.18868
2020-12-26,E09000025,B.1.1.7,62,113.0,51.53149,0.027261
2020-12-26,E09000025,B.1.177,4,113.0,51.53149,0.027261
2020-12-26,E09000026,B.1.1.7,37,113.0,51.58588,0.070085
2020-12-26,E09000026,B.1.177,5,113.0,51.58588,0.070085
2020-12-26,E09000027,B.1.1.7,12,113.0,51.44035,-0.28914
2020-12-26,E09000027,B.1.177,1,113.0,51.44035,-0.28914
2020-12-26,E09000028,B.1.1.7,25,113.0,51.465939,-0.07308
2020-12-26,E09000028,B.1.177,2,113.0,51.465939,-0.07308
2020-12-26,E09000029,B.1.1.7,9,113.0,51.357552,-0.17226
2020-12-26,E09000029,B.1.177,1,113.0,51.357552,-0.17226
2020-12-26,E09000030,B.1.1.7,23,113.0,51.515541,-0.03647
2020-12-26,E09000030,B.1.177,3,113.0,51.515541,-0.03647
2020-12-26,E09000031,B.1.1.7,16,113.0,51.594608,-0.0188
2020-12-26,E09000031,B.1.177,3,113.0,51.594608,-0.0188
2020-12-26,E09000032,B.1.1.7,15,113.0,51.4524,-0.20021
2020-12-26,E09000032,B.1.177,1,113.0,51.4524,-0.20021
2020-12-26,E09000033,B.1.1.7,18,113.0,51.512211,-0.15295
2021-01-02,E06000001,B.1.1.7,17,120.0,54.67614,-1.27018
2021-01-02,E06000001,B.1.177,8,120.0,54.67614,-1.27018
2021-01-02,E06000002,B.1.1.7,5,120.0,54.54467,-1.21099
2021-01-02,E06000002,B.1.177,3,120.0,54.54467,-1.21099
2021-01-02,E06000003,B.1.1.7,1,120.0,54.56752,-1.00608
2021-01-02,E06000003,B.1.177,2,120.0,54.56752,-1.00608
2021-01-02,E06000004,B.1.1.7,17,120.0,54.556911,-1.30664
2021-01-02,E06000004,B.1.177,11,120.0,54.556911,-1.30664
2021-01-02,E06000006,B.1.1.7,6,120.0,53.33424,-2.68853
2021-01-02,E06000006,B.1.177,5,120.0,53.33424,-2.68853
2021-01-02,E06000007,B.1.1.7,21,120.0,53.391628,-2.56167
2021-01-02,E06000007,B.1.177,8,120.0,53.391628,-2.56167
2021-01-02,E06000008,B.1.1.7,8,120.0,53.700802,-2.4636
2021-01-02,E06000008,B.1.177,2,120.0,53.700802,-2.4636
2021-01-02,E06000009,B.1.1.7,2,120.0,53.82164,-3.02199
2021-01-02,E06000009,B.1.177,5,120.0,53.82164,-3.02199
2021-01-02,E06000010,B.1.1.7,3,120.0,53.769199,-0.30382
2021-01-02,E06000010,B.1.177,6,120.0,53.769199,-0.30382
2021-01-02,E06000011,B.1.1.7,1,120.0,53.881119,-0.66195
2021-01-02,E06000012,B.1.177,1,120.0,53.52327,-0.13911
2021-01-02,E06000013,B.1.1.7,1,120.0,53.58643,-0.52407
2021-01-02,E06000013,B.1.177,1,120.0,53.58643,-0.52407
2021-01-02,E06000014,B.1.1.7,9,120.0,53.96582,-1.07375
2021-01-02,E06000014,B.1.177,2,120.0,53.96582,-1.07375
2021-01-02,E06000015,B.1.1.7,1,120.0,52.914639,-1.47189
2021-01-02,E06000016,B.1.1.7,3,120.0,52.635921,-1.1304
2021-01-02,E06000017,B.1.1.7,1,120.0,52.667648,-0.6263
2021-01-02,E06000018,B.1.1.7,4,120.0,52.954189,-1.16667
2021-01-02,E06000019,B.1.1.7,10,120.0,52.081539,-2.73931
2021-01-02,E06000020,B.1.1.7,6,120.0,52.714169,-2.48941
2021-01-02,E06000020,B.1.177,1,120.0,52.714169,-2.48941
2021-01-02,E06000021,B.1.1.7,14,120.0,53.017071,-2.15888
2021-01-02,E06000021,B.1.177,13,120.0,53.017071,-2.15888
2021-01-02,E06000022,B.1.1.7,4,120.0,51.356041,-2.48654
2021-01-02,E06000023,B.1.1.7,11,120.0,51.471149,-2.57742
2021-01-02,E06000023,B.1.177,2,120.0,51.471149,-2.57742
2021-01-02,E06000024,B.1.1.7,5,120.0,51.39706,-2.75438
2021-01-02,E06000025,B.1.1.7,4,120.0,51.54673,-2.46922
2021-01-02,E06000026,B.1.177,2,120.0,50.404942,-4.11297
2021-01-02,E06000030,B.1.1.7,17,120.0,51.577629,-1.73367
2021-01-02,E06000030,B.1.177,1,120.0,51.577629,-1.73367
2021-01-02,E06000031,B.1.1.7,4,120.0,52.59214,-0.26874
2021-01-02,E06000031,B.1.177,2,120.0,52.59214,-0.26874
2021-01-02,E06000032,B.1.1.7,9,120.0,51.891022,-0.42319
2021-01-02,E06000033,B.1.1.7,13,120.0,51.549171,0.706923
2021-01-02,E06000033,B.1.177,1,120.0,51.549171,0.706923
2021-01-02,E06000034,B.1.1.7,23,120.0,51.509979,0.334861
2021-01-02,E06000034,B.1.177,1,120.0,51.509979,0.334861
2021-01-02,E06000035,B.1.1.7,100,120.0,51.44772,0.563174
2021-01-02,E06000035,B.1.177,1,120.0,51.44772,0.563174
2021-01-02,E06000036,B.1.1.7,12,120.0,51.411301,-0.73363
2021-01-02,E06000037,B.1.1.7,13,120.0,51.445591,-1.27364
2021-01-02,E06000037,B.1.177,3,120.0,51.445591,-1.27364
2021-01-02,E06000038,B.1.1.7,15,120.0,51.453018,-0.99071
2021-01-02,E06000038,B.1.177,1,120.0,51.453018,-0.99071
2021-01-02,E06000039,B.1.1.7,19,120.0,51.503502,-0.57617
2021-01-02,E06000039,B.1.177,1,120.0,51.503502,-0.57617
2021-01-02,E06000040,B.1.1.7,13,120.0,51.480339,-0.67541
2021-01-02,E06000040,B.1.177,1,120.0,51.480339,-0.67541
2021-01-02,E06000041,B.1.1.7,14,120.0,51.422958,-0.89935
2021-01-02,E06000041,B.1.177,1,120.0,51.422958,-0.89935
2021-01-02,E06000042,B.1.1.7,22,120.0,52.072411,-0.7407
2021-01-02,E06000042,B.1.177,1,120.0,52.072411,-0.7407
2021-01-02,E06000043,B.1.1.7,42,120.0,50.8465,-0.15079
2021-01-02,E06000043,B.1.177,3,120.0,50.8465,-0.15079
2021-01-02,E06000044,B.1.1.7,3,120.0,50.807999,-1.07006
2021-01-02,E06000045,B.1.1.7,3,120.0,50.9212,-1.39952
2021-01-02,E06000046,B.1.1.7,1,120.0,50.671291,-1.33366
2021-01-02,E06000047,B.1.1.7,25,120.0,54.685131,-1.8405
2021-01-02,E06000047,B.1.177,13,120.0,54.685131,-1.8405
2021-01-02,E06000049,B.1.1.7,14,120.0,53.167931,-2.29299
2021-01-02,E06000049,B.1.177,3,120.0,53.167931,-2.29299
2021-01-02,E06000050,B.1.1.7,54,120.0,53.163361,-2.70298
2021-01-02,E06000050,B.1.177,10,120.0,53.163361,-2.70298
2021-01-02,E06000051,B.1.1.7,31,120.0,52.62212,-2.73667
2021-01-02,E06000051,B.1.177,11,120.0,52.62212,-2.73667
2021-01-02,E06000052,B.1.1.7,3,120.0,50.450218,-4.64254
2021-01-02,E06000052,B.1.177,2,120.0,50.450218,-4.64254
2021-01-02,E06000054,B.1.1.7,11,120.0,51.328831,-1.92661
2021-01-02,E06000054,B.1.177,2,120.0,51.328831,-1.92661
2021-01-02,E06000055,B.1.1.7,20,120.0,52.196281,-0.45463
2021-01-02,E06000056,B.1.1.7,20,120.0,51.999031,-0.47754
2021-01-02,E06000057,B.1.1.7,17,120.0,55.300369,-2.07523
2021-01-02,E06000057,B.1.177,13,120.0,55.300369,-2.07523
2021-01-02,E06000059,B.1.177,1,120.0,50.79697,-2.41467
2021-01-02,E07000004,B.1.1.7,2,120.0,,
2021-01-02,E07000005,B.1.1.7,7,120.0,,
2021-01-02,E07000005,B.1.177,1,120.0,,
2021-01-02,E07000006,B.1.1.7,5,120.0,,
2021-01-02,E07000006,B.1.177,1,120.0,,
2021-01-02,E07000007,B.1.1.7,5,120.0,,
2021-01-02,E07000008,B.1.1.7,9,120.0,52.200169,0.126436
2021-01-02,E07000009,B.1.1.7,3,120.0,52.35788,0.283149
2021-01-02,E07000010,B.1.177,1,120.0,52.535439,0.009016
2021-01-02,E07000011,B.1.1.7,3,120.0,52.353149,-0.2247
2021-01-02,E07000012,B.1.1.7,10,120.0,52.108051,0.091017
2021-01-02,E07000026,B.1.1.7,7,120.0,54.685242,-3.2809
2021-01-02,E07000027,B.1.1.7,2,120.0,54.15731,-3.1999
2021-01-02,E07000028,B.1.1.7,37,120.0,54.978329,-2.80498
2021-01-02,E07000030,B.1.1.7,7,120.0,54.631069,-2.62678
2021-01-02,E07000031,B.1.177,1,120.0,54.29908,-2.78108
2021-01-02,E07000034,B.1.1.7,1,120.0,53.255749,-1.40115
2021-01-02,E07000034,B.1.177,1,120.0,53.255749,-1.40115
2021-01-02,E07000035,B.1.1.7,1,120.0,53.12326,-1.70711
2021-01-02,E07000036,B.1.177,1,120.0,52.938202,-1.3509
2021-01-02,E07000037,B.1.1.7,6,120.0,53.385689,-1.84398
2021-01-02,E07000037,B.1.177,2,120.0,53.385689,-1.84398
2021-01-02,E07000038,B.1.1.7,4,120.0,53.16243,-1.44253
2021-01-02,E07000038,B.1.177,1,120.0,53.16243,-1.44253
2021-01-02,E07000039,B.1.1.7,1,120.0,52.824902,-1.5348
2021-01-02,E07000040,B.1.1.7,1,120.0,50.757599,-3.22359
2021-01-02,E07000041,B.1.1.7,1,120.0,50.717819,-3.51368
2021-01-02,E07000042,B.1.1.7,1,120.0,50.86882,-3.59212
2021-01-02,E07000043,B.1.1.7,1,120.0,51.07621,-3.92691
2021-01-02,E07000045,B.1.1.7,1,120.0,50.60981,-3.65289
2021-01-02,E07000046,B.1.1.7,1,120.0,50.907391,-4.21728
2021-01-02,E07000047,B.1.1.7,1,120.0,50.66489,-4.03361
2021-01-02,E07000061,B.1.1.7,16,120.0,50.773869,0.258516
2021-01-02,E07000061,B.1.177,1,120.0,50.773869,0.258516
2021-01-02,E07000062,B.1.1.7,3,120.0,50.867241,0.578395
2021-01-02,E07000063,B.1.1.7,16,120.0,50.833408,0.007671
2021-01-02,E07000064,B.1.1.7,2,120.0,50.948711,0.542937
2021-01-02,E07000065,B.1.1.7,12,120.0,50.93322,0.205156
2021-01-02,E07000066,B.1.1.7,17,120.0,51.590359,0.475055
2021-01-02,E07000066,B.1.177,1,120.0,51.590359,0.475055
2021-01-02,E07000067,B.1.1.7,14,120.0,51.91634,0.575911
2021-01-02,E07000067,B.1.177,1,120.0,51.91634,0.575911
2021-01-02,E07000068,B.1.1.7,12,120.0,51.641079,0.290091
2021-01-02,E07000069,B.1.1.7,4,120.0,51.561588,0.588084
2021-01-02,E07000070,B.1.1.7,31,120.0,51.735031,0.491177
2021-01-02,E07000071,B.1.1.7,5,120.0,51.877022,0.859777
2021-01-02,E07000072,B.1.1.7,46,120.0,51.712791,0.154147
2021-01-02,E07000073,B.1.1.7,19,120.0,51.76614,0.103888
2021-01-02,E07000074,B.1.1.7,13,120.0,51.774578,0.773106
2021-01-02,E07000075,B.1.1.7,3,120.0,51.5909,0.683442
2021-01-02,E07000076,B.1.1.7,13,120.0,51.856739,1.108981
2021-01-02,E07000076,B.1.177,1,120.0,51.856739,1.108981
2021-01-02,E07000077,B.1.1.7,15,120.0,51.935921,0.294485
2021-01-02,E07000077,B.1.177,1,120.0,51.935921,0.294485
2021-01-02,E07000079,B.1.1.7,1,120.0,51.772549,-1.97059
2021-01-02,E07000079,B.1.177,1,120.0,51.772549,-1.97059
2021-01-02,E07000080,B.1.1.7,2,120.0,51.812489,-2.47755
2021-01-02,E07000081,B.1.1.7,6,120.0,51.846409,-2.23263
2021-01-02,E07000081,B.1.177,2,120.0,51.846409,-2.23263
2021-01-02,E07000082,B.1.1.7,7,120.0,51.720009,-2.30818
2021-01-02,E07000082,B.1.177,2,120.0,51.720009,-2.30818
2021-01-02,E07000084,B.1.1.7,3,120.0,51.259369,-1.22021
2021-01-02,E07000085,B.1.1.7,3,120.0,51.057652,-0.93971
2021-01-02,E07000089,B.1.1.7,9,120.0,51.281971,-0.88321
2021-01-02,E07000091,B.1.1.7,1,120.0,50.857479,-1.59293
2021-01-02,E07000092,B.1.1.7,16,120.0,51.278149,-0.76807
2021-01-02,E07000095,B.1.1.7,26,120.0,51.720798,-0.05073
2021-01-02,E07000095,B.1.177,1,120.0,51.720798,-0.05073
2021-01-02,E07000096,B.1.1.7,7,120.0,51.768452,-0.55098
2021-01-02,E07000098,B.1.1.7,18,120.0,51.680168,-0.26899
2021-01-02,E07000099,B.1.1.7,7,120.0,51.957378,-0.22314
2021-01-02,E07000099,B.1.177,1,120.0,51.957378,-0.22314
2021-01-02,E07000102,B.1.1.7,13,120.0,51.656319,-0.45005
2021-01-02,E07000103,B.1.1.7,15,120.0,51.6717,-0.40429
2021-01-02,E07000103,B.1.177,2,120.0,51.6717,-0.40429
2021-01-02,E07000105,B.1.1.7,13,120.0,51.130959,0.823374
2021-01-02,E07000105,B.1.177,2,120.0,51.130959,0.823374
2021-01-02,E07000106,B.1.1.7,13,120.0,51.281021,1.096342
2021-01-02,E07000107,B.1.1.7,14,120.0,51.433731,0.245276
2021-01-02,E07000108,B.1.1.7,17,120.0,51.211761,1.276887
2021-01-02,E07000108,B.1.177,2,120.0,51.211761,1.276887
2021-01-02,E07000109,B.1.1.7,28,120.0,51.396488,0.398744
2021-01-02,E07000110,B.1.1.7,32,120.0,51.235661,0.584061
2021-01-02,E07000110,B.1.177,2,120.0,51.235661,0.584061
2021-01-02,E07000111,B.1.1.7,19,120.0,51.275631,0.188936
2021-01-02,E07000112,B.1.1.7,17,120.0,51.072128,1.000795
2021-01-02,E07000112,B.1.177,1,120.0,51.072128,1.000795
2021-01-02,E07000113,B.1.1.7,17,120.0,51.32251,0.776893
2021-01-02,E07000114,B.1.1.7,20,120.0,51.35252,1.328226
2021-01-02,E07000115,B.1.1.7,19,120.0,51.260639,0.349306
2021-01-02,E07000115,B.1.177,3,120.0,51.260639,0.349306
2021-01-02,E07000116,B.1.1.7,10,120.0,51.102539,0.471632
2021-01-02,E07000117,B.1.1.7,18,120.0,53.774059,-2.2308
2021-01-02,E07000117,B.1.177,2,120.0,53.774059,-2.2308
2021-01-02,E07000118,B.1.1.7,9,120.0,53.672401,-2.61921
2021-01-02,E07000118,B.1.177,6,120.0,53.672401,-2.61921
2021-01-02,E07000119,B.1.1.7,2,120.0,53.797089,-2.91914
2021-01-02,E07000119,B.1.177,1,120.0,53.797089,-2.91914
2021-01-02,E07000120,B.1.1.7,3,120.0,53.756481,-2.38964
2021-01-02,E07000120,B.1.177,3,120.0,53.756481,-2.38964
2021-01-02,E07000121,B.1.1.7,5,120.0,54.07901,-2.6603
2021-01-02,E07000121,B.1.177,3,120.0,54.07901,-2.6603
2021-01-02,E07000122,B.1.1.7,13,120.0,53.88636,-2.18957
2021-01-02,E07000122,B.1.177,2,120.0,53.88636,-2.18957
2021-01-02,E07000123,B.1.1.7,1,120.0,53.822021,-2.71809
2021-01-02,E07000124,B.1.1.7,1,120.0,53.9245,-2.4174
2021-01-02,E07000124,B.1.177,5,120.0,53.9245,-2.4174
2021-01-02,E07000125,B.1.1.7,8,120.0,53.68478,-2.26149
2021-01-02,E07000125,B.1.177,5,120.0,53.68478,-2.26149
2021-01-02,E07000126,B.1.1.7,1,120.0,53.726749,-2.72871
2021-01-02,E07000126,B.1.177,1,120.0,53.726749,-2.72871
2021-01-02,E07000127,B.1.1.7,3,120.0,53.612831,-2.86893
2021-01-02,E07000127,B.1.177,1,120.0,53.612831,-2.86893
2021-01-02,E07000128,B.1.1.7,6,120.0,53.89991,-2.80359
2021-01-02,E07000128,B.1.177,6,120.0,53.89991,-2.80359
2021-01-02,E07000129,B.1.1.7,1,120.0,52.577061,-1.19887
2021-01-02,E07000130,B.1.1.7,1,120.0,52.739899,-1.13694
2021-01-02,E07000138,B.1.1.7,1,120.0,53.219212,-0.55848
2021-01-02,E07000138,B.1.177,2,120.0,53.219212,-0.55848
2021-01-02,E07000140,B.1.177,1,120.0,52.787579,-0.03057
2021-01-02,E07000143,B.1.1.7,8,120.0,52.594212,0.818716
2021-01-02,E07000144,B.1.1.7,2,120.0,52.69622,1.252317
2021-01-02,E07000145,B.1.1.7,1,120.0,52.684391,1.64951
2021-01-02,E07000146,B.1.1.7,8,120.0,52.71283,0.533243
2021-01-02,E07000146,B.1.177,1,120.0,52.71283,0.533243
2021-01-02,E07000147,B.1.1.7,7,120.0,52.833889,1.132099
2021-01-02,E07000147,B.1.177,1,120.0,52.833889,1.132099
2021-01-02,E07000148,B.1.1.7,5,120.0,52.640129,1.284979
2021-01-02,E07000148,B.1.177,3,120.0,52.640129,1.284979
2021-01-02,E07000149,B.1.1.7,6,120.0,52.51218,1.373233
2021-01-02,E07000150,B.1.1.7,12,120.0,52.506969,-0.7069
2021-01-02,E07000150,B.1.177,1,120.0,52.506969,-0.7069
2021-01-02,E07000151,B.1.1.7,1,120.0,52.30994,-1.01447
2021-01-02,E07000153,B.1.1.7,2,120.0,52.437229,-0.76773
2021-01-02,E07000154,B.1.1.7,12,120.0,52.237751,-0.88121
2021-01-02,E07000154,B.1.177,1,120.0,52.237751,-0.88121
2021-01-02,E07000155,B.1.1.7,4,120.0,52.118439,-1.08129
2021-01-02,E07000156,B.1.1.7,1,120.0,52.29258,-0.71425
2021-01-02,E07000163,B.1.1.7,2,120.0,54.053761,-2.16168
2021-01-02,E07000164,B.1.1.7,1,120.0,54.30872,-1.34049
2021-01-02,E07000165,B.1.1.7,1,120.0,54.07708,-1.58161
2021-01-02,E07000165,B.1.177,3,120.0,54.07708,-1.58161
2021-01-02,E07000166,B.1.1.7,2,120.0,54.357609,-1.98552
2021-01-02,E07000167,B.1.177,4,120.0,54.200211,-0.84277
2021-01-02,E07000168,B.1.1.7,1,120.0,54.3465,-0.52778
2021-01-02,E07000168,B.1.177,5,120.0,54.3465,-0.52778
2021-01-02,E07000169,B.1.1.7,2,120.0,53.733269,-1.12908
2021-01-02,E07000169,B.1.177,1,120.0,53.733269,-1.12908
2021-01-02,E07000171,B.1.1.7,1,120.0,53.356041,-0.9787
2021-01-02,E07000171,B.1.177,1,120.0,53.356041,-0.9787
2021-01-02,E07000174,B.1.1.7,1,120.0,53.16703,-1.17804
2021-01-02,E07000177,B.1.1.7,12,120.0,51.887199,-1.28506
2021-01-02,E07000178,B.1.1.7,3,120.0,51.753571,-1.24405
2021-01-02,E07000178,B.1.177,1,120.0,51.753571,-1.24405
2021-01-02,E07000179,B.1.1.7,6,120.0,51.622879,-1.07847
2021-01-02,E07000180,B.1.1.7,1,120.0,51.65443,-1.48543
2021-01-02,E07000181,B.1.1.7,1,120.0,51.839901,-1.50292
2021-01-02,E07000187,B.1.1.7,1,120.0,51.194759,-2.54178
2021-01-02,E07000188,B.1.177,1,120.0,51.19186,-2.88246
2021-01-02,E07000189,B.1.1.7,1,120.0,50.98399,-2.77588
2021-01-02,E07000189,B.1.177,1,120.0,50.98399,-2.77588
2021-01-02,E07000192,B.1.1.7,9,120.0,52.70166,-1.98277
2021-01-02,E07000192,B.1.177,2,120.0,52.70166,-1.98277
2021-01-02,E07000193,B.1.1.7,4,120.0,52.83651,-1.81438
2021-01-02,E07000193,B.1.177,1,120.0,52.83651,-1.81438
2021-01-02,E07000194,B.1.1.7,4,120.0,52.696152,-1.76049
2021-01-02,E07000194,B.1.177,1,120.0,52.696152,-1.76049
2021-01-02,E07000195,B.1.1.7,1,120.0,53.003448,-2.32631
2021-01-02,E07000195,B.1.177,7,120.0,53.003448,-2.32631
2021-01-02,E07000196,B.1.1.7,9,120.0,52.696918,-2.15495
2021-01-02,E07000196,B.1.177,4,120.0,52.696918,-2.15495
2021-01-02,E07000197,B.1.1.7,5,120.0,52.847919,-2.16475
2021-01-02,E07000197,B.1.177,4,120.0,52.847919,-2.16475
2021-01-02,E07000198,B.1.1.7,1,120.0,53.069241,-1.99334
2021-01-02,E07000199,B.1.1.7,2,120.0,52.620312,-1.68451
2021-01-02,E07000199,B.1.177,1,120.0,52.620312,-1.68451
2021-01-02,E07000200,B.1.1.7,2,120.0,52.064499,0.916149
2021-01-02,E07000202,B.1.1.7,5,120.0,52.05592,1.166145
2021-01-02,E07000203,B.1.1.7,3,120.0,52.21859,1.096953
2021-01-02,E07000203,B.1.177,2,120.0,52.21859,1.096953
2021-01-02,E07000207,B.1.1.7,21,120.0,51.360981,-0.39441
2021-01-02,E07000207,B.1.177,1,120.0,51.360981,-0.39441
2021-01-02,E07000208,B.1.1.7,3,120.0,51.339451,-0.26172
2021-01-02,E07000209,B.1.1.7,16,120.0,51.253658,-0.56257
2021-01-02,E07000210,B.1.1.7,2,120.0,51.227489,-0.30603
2021-01-02,E07000211,B.1.1.7,8,120.0,51.258461,-0.19871
2021-01-02,E07000212,B.1.1.7,10,120.0,51.392731,-0.53855
2021-01-02,E07000213,B.1.1.7,12,120.0,51.41552,-0.46254
2021-01-02,E07000213,B.1.177,2,120.0,51.41552,-0.46254
2021-01-02,E07000214,B.1.1.7,7,120.0,51.336102,-0.68986
2021-01-02,E07000215,B.1.1.7,5,120.0,51.235809,-0.04805
2021-01-02,E07000215,B.1.177,1,120.0,51.235809,-0.04805
2021-01-02,E07000216,B.1.1.7,12,120.0,51.15686,-0.62343
2021-01-02,E07000216,B.1.177,1,120.0,51.15686,-0.62343
2021-01-02,E07000217,B.1.1.7,9,120.0,51.308369,-0.57982
2021-01-02,E07000218,B.1.1.7,4,120.0,52.564838,-1.6242
2021-01-02,E07000218,B.1.177,1,120.0,52.564838,-1.6242
2021-01-02,E07000219,B.1.1.7,9,120.0,52.500938,-1.47965
2021-01-02,E07000219,B.1.177,3,120.0,52.500938,-1.47965
2021-01-02,E07000220,B.1.1.7,1,120.0,52.382278,-1.31828
2021-01-02,E07000221,B.1.1.7,2,120.0,52.161541,-1.63565
2021-01-02,E07000222,B.1.1.7,4,120.0,52.301418,-1.58369
2021-01-02,E07000223,B.1.1.7,1,120.0,50.845718,-0.32417
2021-01-02,E07000224,B.1.1.7,10,120.0,50.843208,-0.64999
2021-01-02,E07000226,B.1.1.7,14,120.0,51.123569,-0.19533
2021-01-02,E07000227,B.1.1.7,12,120.0,51.00272,-0.38126
2021-01-02,E07000228,B.1.1.7,17,120.0,51.059528,-0.10272
2021-01-02,E07000229,B.1.1.7,6,120.0,50.833099,-0.40127
2021-01-02,E07000234,B.1.1.7,1,120.0,52.361691,-2.00376
2021-01-02,E07000235,B.1.1.7,3,120.0,52.16758,-2.33089
2021-01-02,E07000235,B.1.177,1,120.0,52.16758,-2.33089
2021-01-02,E07000236,B.1.1.7,3,120.0,52.285412,-1.9471
2021-01-02,E07000236,B.1.177,1,120.0,52.285412,-1.9471
2021-01-02,E07000237,B.1.1.7,10,120.0,52.19482,-2.21025
2021-01-02,E07000238,B.1.1.7,1,120.0,52.12886,-2.01614
2021-01-02,E07000239,B.1.1.7,1,120.0,52.3853,-2.23494
2021-01-02,E07000240,B.1.1.7,16,120.0,51.77356,-0.3407
2021-01-02,E07000241,B.1.1.7,16,120.0,51.760872,-0.18518
2021-01-02,E07000241,B.1.177,2,120.0,51.760872,-0.18518
2021-01-02,E07000242,B.1.1.7,23,120.0,51.864849,0.002739
2021-01-02,E07000242,B.1.177,1,120.0,51.864849,0.002739
2021-01-02,E07000243,B.1.1.7,4,120.0,51.905392,-0.18987
2021-01-02,E07000244,B.1.1.7,9,120.0,52.243992,1.456186
2021-01-02,E07000244,B.1.177,2,120.0,52.243992,1.456186
2021-01-02,E07000245,B.1.1.7,5,120.0,52.308418,0.652769
2021-01-02,E07000246,B.1.1.7,5,120.0,51.06348,-3.35766
2021-01-02,E07000246,B.1.177,2,120.0,51.06348,-3.35766
2021-01-02,E08000001,B.1.1.7,7,120.0,53.584492,-2.47952
2021-01-02,E08000001,B.1.177,5,120.0,53.584492,-2.47952
2021-01-02,E08000002,B.1.1.7,27,120.0,53.593102,-2.3088
2021-01-02,E08000002,B.1.177,22,120.0,53.593102,-2.3088
2021-01-02,E08000003,B.1.1.7,20,120.0,53.470089,-2.23359
